,Name,Position,Team,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006
286,Trey Murphy III,SG,New Orleans Pelicans,3206640.0,3053760.0,,,,,,,,,,,,,,,,
287,Derrick Jones Jr.,SF,Chicago Bulls,3200000.0,9720900.0,9258000.0,1645357.0,1512601.0,,543471.0,,,,,,,,,,,
288,Andre Drummond,C,Chicago Bulls,3200000.0,1669178.0,794536.0,27093019.0,25434263.0,25434263.0,22116750.0,3272091.0,2568360.0,2465400.0,2356320.0,,,,,,,
289,Dalen Terry,G,Chicago Bulls,3191400.0,,,,,,,,,,,,,,,,,
290,Josh Green,SG,Dallas Mavericks,3098400.0,2957520.0,2816760.0,,,,,,,,,,,,,,,
291,Jake LaRavia,F,Memphis Grizzlies,3047640.0,,,,,,,,,,,,,,,,,
292,Tre Mann,PG,Oklahoma City Thunder,3046200.0,2901240.0,,,,,,,,,,,,,,,,
293,Sterling Brown,SF,Houston Rockets,3000000.0,3000000.0,1620564.0,1618520.0,1378242.0,1378242.0,,,,,,,,,,,,
294,Luka Samanic,PF,New York Knicks,2959080.0,2959080.0,2892000.0,2689920.0,,,,,,,,,,,,,,
295,Saddiq Bey,SF,Detroit Pistons,2959080.0,2824320.0,2689920.0,,,,,,,,,,,,,,,
296,Malaki Branham,G,San Antonio Spurs,2925600.0,,,,,,,,,,,,,,,,,
297,Kai Jones,PF,Charlotte Hornets,2909160.0,2770560.0,,,,,,,,,,,,,,,,
298,Precious Achiuwa,PF,Toronto Raptors,2840160.0,2711280.0,2582160.0,,,,,,,,,,,,,,,
299,Christian Braun,G,Denver Nuggets,2808600.0,,,,,,,,,,,,,,,,,
300,Jalen Johnson,SF,Atlanta Hawks,2792640.0,2659580.0,,,,,,,,,,,,,,,,
301,Tyrese Maxey,PG,Philadelphia 76ers,2726880.0,2602920.0,2478840.0,,,,,,,,,,,,,,,
302,Trey Lyles,PF,Sacramento Kings,2700000.0,2500000.0,5500000.0,5500000.0,3364249.0,2441400.0,2340600.0,2239800.0,,,,,,,,,,
303,Walker Kessler,C,Utah Jazz,2696400.0,,,,,,,,,,,,,,,,,
304,Marc Gasol,C,Memphis Grizzlies,2692991.0,2692991.0,2564753.0,25595700.0,24119025.0,22642350.0,21165675.0,19688000.0,15829688.0,14860523.0,13891359.0,12922194.0,3573333.0,3333333.0,3093333.0,,,
305,Anthony Tolliver,PF,New Orleans Pelicans,2692991.0,2692991.0,263501.0,,4750000.0,3290000.0,8000000.0,3000000.0,3000000.0,884293.0,854389.0,2050000.0,2200000.0,427316.0,711517.0,427163.0,,
306,Keon Johnson,SG,Portland Trail Blazers,2681040.0,2553120.0,,,,,,,,,,,,,,,,
307,David Roddy,G,Memphis Grizzlies,2588640.0,,,,,,,,,,,,,,,,,
308,Isaiah Jackson,F,Indiana Pacers,2573760.0,2451240.0,,,,,,,,,,,,,,,,
309,Zeke Nnaji,PF,Denver Nuggets,2498760.0,2498760.0,2284800.0,,,,,,,,,,,,,,,
310,MarJon Beauchamp,G,Milwaukee Bucks,2485200.0,,,,,,,,,,,,,,,,,
311,Usman Garuba,PF,Houston Rockets,2471160.0,2353320.0,,,,,,,,,,,,,,,,
312,Willy Hernangomez,C,New Orleans Pelicans,2443581.0,2327220.0,1620564.0,1676735.0,1544951.0,1544951.0,1350000.0,,,,,,,,,,,
313,R.J. Hampton,PG,Orlando Magic,2412840.0,2303040.0,2193040.0,,,,,,,,,,,,,,,
314,Blake Wesley,G,San Antonio Spurs,2385480.0,,,,,,,,,,,,,,,,,
315,Josh Christopher,SG,Houston Rockets,2372160.0,2259240.0,,,,,,,,,,,,,,,,
316,Leandro Bolmaro,SG,Utah Jazz,2353320.0,2353320.0,,,,,,,,,,,,,,,,
317,Stanley Johnson,PF,Los Angeles Lakers,2351521.0,888616.0,3804150.0,3623000.0,3940402.0,3940402.0,2969880.0,2841960.0,,,,,,,,,,
318,Immanuel Quickley,SG,New York Knicks,2316240.0,2210640.0,2105520.0,,,,,,,,,,,,,,,
319,Wendell Moore Jr.,F,Minnesota Timberwolves,2306520.0,,,,,,,,,,,,,,,,,
320,John Konchar,SG,Memphis Grizzlies,2300000.0,2200000.0,2100000.0,,,,,,,,,,,,,,,
321,Damian Jones,C,Los Angeles Lakers,2298385.0,1977011.0,237965.0,2305057.0,1544951.0,1312611.0,1171560.0,,,,,,,,,,,
322,Quentin Grimes,SG,New York Knicks,2277000.0,2168760.0,,,,,,,,,,,,,,,,
323,Andrew Nembhard,G,Indiana Pacers,2244111.0,,,,,,,,,,,,,,,,,
324,Nikola Jovic,F,Miami Heat,2239920.0,,,,,,,,,,,,,,,,,
325,Payton Pritchard,PG,Boston Celtics,2239200.0,2137440.0,2193480.0,,,,,,,,,,,,,,,
326,Vlatko Cancar,SF,Denver Nuggets,2234359.0,1782621.0,1517981.0,898310.0,,,,,,,,,,,,,,
327,Patrick Baldwin Jr.,F,Golden State Warriors,2226000.0,,,,,,,,,,,,,,,,,
328,TyTy Washington Jr.,G,Houston Rockets,2210040.0,,,,,,,,,,,,,,,,,
329,Bones Hyland,PG,Denver Nuggets,2201400.0,2096880.0,,,,,,,,,,,,,,,,
330,Bol Bol,C,Orlando Magic,2200000.0,2161152.0,2058240.0,,,,,,,,,,,,,,,
331,Peyton Watson,F,Denver Nuggets,2193960.0,,,,,,,,,,,,,,,,,
332,Nik Stauskas,G,Indiana Pacers,2193920.0,,,,504200.0,,2993040.0,2869440.0,2745840.0,,,,,,,,,
333,Marquese Chriss,SF,Houston Rockets,2193920.0,958529.0,1824003.0,654469.0,3206160.0,3073800.0,2941440.0,,,,,,,,,,,
334,Udoka Azubuike,C,Utah Jazz,2174880.0,2075880.0,1977000.0,,,,,,,,,,,,,,,
335,Jaden McDaniels,PF,Minnesota Timberwolves,2161440.0,2063280.0,1964760.0,,,,,,,,,,,,,,,
336,Jordan McLaughlin,PG,Minnesota Timberwolves,2160000.0,2000000.0,,,,,,,,,,,,,,,,
337,Malachi Flynn,PG,Toronto Raptors,2145720.0,2048040.0,1950600.0,,,,,,,,,,,,,,,
338,Cam Thomas,SG,Brooklyn Nets,2138160.0,2036280.0,,,,,,,,,,,,,,,,
339,Desmond Bane,SG,Memphis Grizzlies,2130240.0,2033160.0,1936440.0,,,,,,,,,,,,,,,
340,Jahlil Okafor,C,Atlanta Hawks,2130023.0,2130023.0,1882867.0,1702486.0,1567707.0,,4788840.0,4582680.0,,,,,,,,,,
341,Jaden Springer,G,Philadelphia 76ers,2125200.0,2023800.0,,,,,,,,,,,,,,,,
342,Day'Ron Sharpe,C,Brooklyn Nets,2109480.0,2009040.0,,,,,,,,,,,,,,,,
343,Jevon Carter,PG,Milwaukee Bucks,2100000.0,441277.0,3925000.0,1416852.0,838464.0,,,,,,,,,,,,,
344,Santi Aldama,PF,Memphis Grizzlies,2094240.0,1994520.0,,,,,,,,,,,,,,,,
345,Frank Ntilikina,PG,Dallas Mavericks,2036318.0,1669178.0,6176578.0,4855800.0,4155720.0,4155720.0,,,,,,,,,,,,
346,Tony Bradley,C,Chicago Bulls,2036318.0,1669178.0,3542060.0,1962360.0,1679520.0,1414920.0,,,,,,,,,,,,
347,Jaylin Williams,F,Oklahoma City Thunder,2000000.0,,,,,,,,,,,,,,,,,
348,Jeremiah Robinson-Earl,PF,Oklahoma City Thunder,2000000.0,2000000.0,,,,,,,,,,,,,,,,
349,Kenrich Williams,SF,Oklahoma City Thunder,2000000.0,2000000.0,2000000.0,1416852.0,838464.0,,,,,,,,,,,,,
350,Abdel Nader,SF,Phoenix Suns,2000000.0,2000000.0,1752950.0,1618520.0,1378242.0,1167333.0,,,,,,,,,,,,
351,Caleb Houstan,F,Orlando Magic,2000000.0,,,,,,,,,,,,,,,,,
352,Garrison Mathews,SG,Houston Rockets,2000000.0,2000000.0,,,,,,,,,,,,,,,,
353,Shake Milton,SG,Philadelphia 76ers,1977718.0,1846738.0,1701593.0,1455697.0,,,,,,,,,,,,,,
354,Edmond Sumner,PG,Brooklyn Nets,1968175.0,2320000.0,2160000.0,2000000.0,,,,,,,,,,,,,,
355,Jontay Porter,PF,Memphis Grizzlies,1950000.0,1950000.0,1900000.0,,,,,,,,,,,,,,,
356,Denzel Valentine,SG,Utah Jazz,1939350.0,1939350.0,4642800.0,3377569.0,2280600.0,2280600.0,2092200.0,,,,,,,,,,,
357,Jalen McDaniels,PF,Charlotte Hornets,1930681.0,1782621.0,1517981.0,898310.0,,,,,,,,,,,,,,
358,Daniel Gafford,C,Washington Wizards,1930681.0,1782621.0,1517981.0,898310.0,,,,,,,,,,,,,,
359,Naz Reid,C,Minnesota Timberwolves,1930681.0,1782621.0,1517981.0,898310.0,,,,,,,,,,,,,,
360,Jaylen Nowell,SG,Minnesota Timberwolves,1930681.0,1782621.0,1517981.0,1400000.0,,,,,,,,,,,,,,
361,Terance Mann,SG,LA Clippers,1930681.0,1782621.0,1517981.0,1000000.0,,,,,,,,,,,,,,
362,Dean Wade,PF,Cleveland Cavaliers,1930681.0,1782621.0,1517981.0,,,,,,,,,,,,,,,
363,P.J. Dozier,SG,Orlando Magic,1910860.0,1910860.0,1762796.0,,,,,,,,,,,,,,,
364,Chimezie Metu,PF,Sacramento Kings,1910680.0,1762796.0,700000.0,1416852.0,838464.0,,,,,,,,,,,,,
365,Davon Reed,SG,Denver Nuggets,1902133.0,,,,,815615.0,,,,,,,,,,,,
366,Xavier Tillman,C,Memphis Grizzlies,1901625.0,1517981.0,1300000.0,,,,,,,,,,,,,,,
367,Killian Tillie,SF,Memphis Grizzlies,1901625.0,1901625.0,,,,,,,,,,,,,,,,
368,Theo Maledon,PG,Oklahoma City Thunder,1900000.0,2000000.0,2000000.0,,,,,,,,,,,,,,,
369,Svi Mykhailiuk,SG,Toronto Raptors,1878720.0,1729217.0,1663861.0,1416852.0,1487694.0,,,,,,,,,,,,,
370,Keita Bates-Diop,SF,San Antonio Spurs,1878720.0,1729217.0,1663861.0,1416852.0,838464.0,,,,,,,,,,,,,
371,Moritz Wagner,C,Orlando Magic,1878720.0,1729217.0,221995.0,2063520.0,1762080.0,,,,,,,,,,,,,
372,Wenyen Gabriel,F,Los Angeles Lakers,1878720.0,,1620564.0,1445697.0,,,,,,,,,,,,,,
373,Didi Louzada,SF,Portland Trail Blazers,1876222.0,1786878.0,123056.0,,,,,,,,,,,,,,,
374,Oshae Brissett,SF,Indiana Pacers,1846738.0,1701593.0,757453.0,,,,,,,,,,,,,,,
375,Anthony Gill,PF,Washington Wizards,1836090.0,1517981.0,898310.0,,,,,,,,,,,,,,,
376,Drew Eubanks,PF,Portland Trail Blazers,1836090.0,1762796.0,1620564.0,,,,,,,,,,,,,,,
377,Josh Okogie,SF,Phoenix Suns,1836090.0,4087904.0,2651040.0,2530680.0,2160720.0,,,,,,,,,,,,,
378,Damion Lee,SG,Phoenix Suns,1836090.0,1910860.0,1762796.0,842327.0,,,,,,,,,,,,,,
379,Bismack Biyombo,C,Phoenix Suns,1836090.0,863368.0,3500000.0,17000000.0,17000000.0,17000000.0,17000000.0,2814000.0,3873398.0,3049920.0,3049920.0,2798040.0,,,,,,
380,T.J. Warren,SF,Brooklyn Nets,1836090.0,12690000.0,12500000.0,10810000.0,11750000.0,3152931.0,2128920.0,2041080.0,1953120.0,,,,,,,,,
381,Nathan Knight,F,Minnesota Timberwolves,1836090.0,,,,,,,,,,,,,,,,,
382,Bryn Forbes,SG,Minnesota Timberwolves,1836090.0,4500000.0,2337145.0,2875000.0,3125000.0,1312611.0,543471.0,,,,,,,,,,,
383,Austin Rivers,SG,Minnesota Timberwolves,1836090.0,1669178.0,188696.0,2147317.0,922943.0,12650000.0,11000000.0,3110796.0,2439840.0,2339040.0,2238360.0,,,,,,,
384,Wesley Matthews,SG,Milwaukee Bucks,1836090.0,1237494.0,3623000.0,2564753.0,512746.0,17884176.0,17145838.0,16407500.0,7245640.0,6875480.0,6505320.0,6505320.0,5765000.0,457588.0,,,,
385,Serge Ibaka,C,Milwaukee Bucks,1836090.0,9720900.0,9258000.0,23271604.0,21666667.0,21666667.0,12250000.0,12250000.0,12350000.0,12350000.0,12350000.0,1288200.0,1204200.0,1120200.0,,,,
386,DeAndre Jordan,C,Denver Nuggets,1836090.0,,10375678.0,9881598.0,22897200.0,22642350.0,21165675.0,19689000.0,11440123.0,10986550.0,10986550.0,10079404.0,854389.0,736420.0,550000.0,,,
387,Theo Pinson,G,Dallas Mavericks,1836090.0,,1445697.0,1445697.0,,,,,,,,,,,,,,
388,Raul Neto,PG,Cleveland Cavaliers,1836090.0,1669178.0,1620564.0,1620564.0,2150000.0,1471382.0,937800.0,900000.0,,,,,,,,,,
389,Robin Lopez,C,Cleveland Cavaliers,1836090.0,5000000.0,7300000.0,4767000.0,14357750.0,14357750.0,13219250.0,12650000.0,6124729.0,5904261.0,4899293.0,2862602.0,1867320.0,1745520.0,1623720.0,,,
390,Aaron Holiday,G,Atlanta Hawks,1836090.0,3980551.0,2345640.0,2329200.0,1911960.0,,,,,,,,,,,,,
391,Frank Kaminsky,PG,Atlanta Hawks,1836090.0,1669178.0,1620564.0,4767000.0,3627842.0,3627842.0,2730000.0,2612520.0,,,,,,,,,,
392,Juan Toscano-Anderson,SF,Los Angeles Lakers,1836016.0,1701593.0,358295.0,350189.0,,,,,,,,,,,,,,
393,Troy Brown Jr.,SF,Los Angeles Lakers,1836016.0,5170564.0,3219480.0,3219480.0,2749080.0,,,,,,,,,,,,,
394,Thomas Bryant,C,Los Angeles Lakers,1836016.0,8666667.0,8333333.0,8000000.0,1378242.0,815615.0,,,,,,,,,,,,
395,Dwayne Bacon,SG,New York Knicks,1824003.0,1824003.0,1678854.0,1618520.0,1378242.0,1378242.0,,,,,,,,,,,,
396,Wes Iwundu,SF,Atlanta Hawks,1824003.0,1824003.0,1678854.0,1618420.0,1378242.0,1378242.0,,,,,,,,,,,,
397,Thanasis Antetokounmpo,SF,Milwaukee Bucks,1815677.0,1669178.0,1701593.0,1445697.0,,,,,,,,,,,,,,
398,Max Strus,SG,Miami Heat,1815677.0,1669178.0,898310.0,898310.0,,,,,,,,,,,,,,
399,Javonte Green,SF,Chicago Bulls,1815677.0,1669178.0,1517981.0,898310.0,,,,,,,,,,,,,,
400,Juwan Morgan,F,Indiana Pacers,1815518.0,,1517981.0,746054.0,,,,,,,,,,,,,,
401,Herbert Jones,SF,New Orleans Pelicans,1785000.0,1700000.0,,,,,,,,,,,,,,,,
402,Nick Richards,C,Charlotte Hornets,1782621.0,1517981.0,1000000.0,,,,,,,,,,,,,,,
403,Vernon Carey Jr.,C,Washington Wizards,1782621.0,1517981.0,1350000.0,,,,,,,,,,,,,,,
404,Tre Jones,PG,San Antonio Spurs,1782621.0,1517981.0,898310.0,,,,,,,,,,,,,,,
405,Isaiah Roby,PF,San Antonio Spurs,1782621.0,1782621.0,1517981.0,1500000.0,,,,,,,,,,,,,,
406,KZ Okpala,F,Sacramento Kings,1782621.0,1782621.0,1517981.0,898310.0,,,,,,,,,,,,,,
407,Isaiah Joe,SG,Philadelphia 76ers,1782621.0,1517981.0,898310.0,,,,,,,,,,,,,,,
408,Paul Reed,SF,Philadelphia 76ers,1782621.0,1517981.0,609128.0,,,,,,,,,,,,,,,
409,Yogi Ferrell,PG,LA Clippers,1782621.0,1782621.0,214169.0,3150000.0,3000000.0,1312611.0,,,,,,,,,,,,
410,Kenyon Martin Jr.,F,Houston Rockets,1782621.0,1517981.0,898310.0,,,,,,,,,,,,,,,
411,Alen Smailagic,PF,Golden State Warriors,1782621.0,1782621.0,1517981.0,898310.0,,,,,,,,,,,,,,
412,Lamar Stevens,F,Cleveland Cavaliers,1782621.0,1517981.0,652366.0,,,,,,,,,,,,,,,
413,Naji Marshall,SF,New Orleans Pelicans,1782621.0,1517981.0,120000.0,,,,,,,,,,,,,,,
414,Miye Oni,SG,New Orleans Pelicans,1782621.0,1782621.0,1517981.0,898310.0,,,,,,,,,,,,,,
415,Yuta Watanabe,SF,Toronto Raptors,1762796.0,1762796.0,321893.0,,,,,,,,,,,,,,,
416,Khyri Thomas,SG,Houston Rockets,1762796.0,1762796.0,250000.0,1416852.0,838464.0,,,,,,,,,,,,,
417,Armoni Brooks,SG,Toronto Raptors,1752638.0,,,,,,,,,,,,,,,,,
418,Devin Cannady,G,Orlando Magic,1752638.0,,,,,,,,,,,,,,,,,
419,Luca Vildoza,G,Milwaukee Bucks,1752638.0,,3500000.0,,,,,,,,,,,,,,,
420,Rayjon Tucker,G,Milwaukee Bucks,1752638.0,,1517981.0,578573.0,,,,,,,,,,,,,,
421,Haywood Highsmith,F,Miami Heat,1752638.0,,,,,,,,,,,,,,,,,
422,Omer Yurtseven,C,Miami Heat,1752638.0,1489065.0,,,,,,,,,,,,,,,,
423,Malik Fitts,F,Indiana Pacers,1752638.0,,,,,,,,,,,,,,,,,
424,Saben Lee,PG,Detroit Pistons,1752638.0,1489065.0,,,,,,,,,,,,,,,,
425,Paul Watson,SG,Oklahoma City Thunder,1701593.0,1701593.0,1445697.0,,,,,,,,,,,,,,,
426,Charlie Brown Jr.,G,Philadelphia 76ers,1701593.0,1701593.0,,,,,,,,,,,,,,,,
427,Mfiondu Kabengele,C,Boston Celtics,1701593.0,1701593.0,154433.0,1977000.0,,,,,,,,,,,,,,
428,Kelan Martin,SG,Boston Celtics,1701593.0,1701593.0,1445697.0,,,,,,,,,,,,,,,
429,Sam Dekker,F,Toronto Raptors,1669178.0,1669178.0,,,2760095.0,1794600.0,1720560.0,1646400.0,,,,,,,,,,
430,Jarrell Brantley,PF,Utah Jazz,1669178.0,1669178.0,,,,,,,,,,,,,,,,
431,E'Twaun Moore,G,Orlando Magic,1669178.0,1669178.0,1620564.0,8664928.0,8808685.0,8445024.0,8081363.0,1015421.0,948163.0,884293.0,884293.0,473604.0,,,,,,
432,Solomon Hill,SF,New York Knicks,1669178.0,1669178.0,1620564.0,12758781.0,12252928.0,12236535.0,11241218.0,1358880.0,1302840.0,1246680.0,,,,,,,,
433,James Johnson,PF,Brooklyn Nets,1669178.0,1669178.0,16047100.0,15349400.0,14651700.0,14651700.0,4000000.0,2500000.0,2500000.0,634610.0,2812006.0,2812006.0,1713600.0,1594080.0,,,,
434,Gabe Vincent,PG,Miami Heat,1669178.0,1669178.0,,,,,,,,,,,,,,,,
435,Trevor Ariza,SF,Los Angeles Lakers,1669178.0,1669178.0,12800000.0,12195122.0,15000000.0,7420912.0,7806971.0,8193030.0,8579089.0,7727280.0,7727280.0,6790640.0,6322320.0,5854000.0,3100000.0,3100000.0,3100000.0,641748.0
436,Semi Ojeleye,PF,LA Clippers,1669178.0,1669178.0,1752950.0,1618520.0,1378242.0,1291892.0,,,,,,,,,,,,
437,Kevin Pangos,G,Cleveland Cavaliers,1669178.0,1669178.0,,,,,,,,,,,,,,,,
438,Jabari Parker,PF,Boston Celtics,1669178.0,1669178.0,430729.0,6500000.0,20000000.0,,5374320.0,5152440.0,4930560.0,,,,,,,,,
439,Enes Freedom,C,Houston Rockets,1669178.0,1669178.0,5005350.0,4767000.0,487109.0,18622514.0,17145838.0,16407500.0,5694674.0,4505280.0,4319280.0,4319280.0,,,,,,
440,Jericho Sims,PF,New York Knicks,1639842.0,,,,,,,,,,,,,,,,,
441,Isaiah Todd,PF,Washington Wizards,1575000.0,1500000.0,,,,,,,,,,,,,,,,
442,JT Thor,PF,Charlotte Hornets,1563518.0,1250000.0,,,,,,,,,,,,,,,,
443,Jared Butler,SG,Utah Jazz,1563518.0,925258.0,,,,,,,,,,,,,,,,
444,Vit Krejci,G,Oklahoma City Thunder,1563518.0,925258.0,,,,,,,,,,,,,,,,
445,Aaron Wiggins,SG,Oklahoma City Thunder,1563518.0,,,,,,,,,,,,,,,,,
446,Greg Brown III,PF,Portland Trail Blazers,1563518.0,925258.0,,,,,,,,,,,,,,,,
447,Trendon Watford,PF,Portland Trail Blazers,1563518.0,436482.0,,,,,,,,,,,,,,,,
448,Jock Landale,C,Phoenix Suns,1563518.0,925258.0,,,,,,,,,,,,,,,,
449,Charles Bassey,C,Philadelphia 76ers,1563518.0,925258.0,,,,,,,,,,,,,,,,
450,Miles McBride,PG,New York Knicks,1563518.0,925258.0,,,,,,,,,,,,,,,,
451,Austin Reaves,SG,Los Angeles Lakers,1563518.0,925258.0,,,,,,,,,,,,,,,,
452,Brandon Boston Jr.,SG,LA Clippers,1563518.0,925258.0,,,,,,,,,,,,,,,,
453,Jason Preston,PG,LA Clippers,1563518.0,1062303.0,,,,,,,,,,,,,,,,
454,Terry Taylor,SG,Indiana Pacers,1563518.0,600000.0,,,,,,,,,,,,,,,,
455,Daishen Nix,SG,Houston Rockets,1563518.0,612000.0,,,,,,,,,,,,,,,,
456,Isaiah Livers,PF,Detroit Pistons,1563518.0,1057260.0,,,,,,,,,,,,,,,,
457,Marko Simonovic,C,Chicago Bulls,1563518.0,925258.0,,,,,,,,,,,,,,,,
458,Ayo Dosunmu,SG,Chicago Bulls,1563518.0,925258.0,,,,,,,,,,,,,,,,
459,Jose Alvarado,PG,New Orleans Pelicans,1563518.0,,,,,,,,,,,,,,,,,
460,Sam Hauser,SF,Boston Celtics,1563518.0,,,,,,,,,,,,,,,,,
461,Dalano Banton,PG,Toronto Raptors,1563318.0,925258.0,,,,,,,,,,,,,,,,
462,Sam Merrill,SG,Memphis Grizzlies,1517981.0,1517981.0,898310.0,,,,,,,,,,,,,,,
463,Daniel Oturu,C,Toronto Raptors,1517981.0,1517981.0,898310.0,,,,,,,,,,,,,,,
464,Caleb Homesley,SG,Washington Wizards,1517981.0,1517981.0,,,,,,,,,,,,,,,,
465,Mamadi Diakite,PF,Oklahoma City Thunder,1517981.0,1517981.0,160173.0,,,,,,,,,,,,,,,
466,Jahmi'us Ramsey,SG,Sacramento Kings,1517981.0,1517981.0,1000000.0,,,,,,,,,,,,,,,
467,Elijah Hughes,F,Portland Trail Blazers,1517981.0,1517981.0,898310.0,,,,,,,,,,,,,,,
468,Elijah Bryant,SG,Milwaukee Bucks,1517981.0,1517981.0,,,,,,,,,,,,,,,,
469,Deividas Sirvydis,SF,Detroit Pistons,1517981.0,1517981.0,898310.0,,,,,,,,,,,,,,,
470,Tyus Jones,PG,Memphis Grizzlies,1500000.0,8376286.0,8817143.0,9258000.0,2444053.0,1471382.0,1339680.0,1282080.0,,,,,,,,,,
471,Kennedy Chandler,G,Memphis Grizzlies,1200000.0,,,,,,,,,,,,,,,,,
472,Alfonzo McKinnie,F,Chicago Bulls,1090007.0,1090007.0,1762796.0,1500000.0,1349383.0,1378242.0,,,,,,,,,,,,
473,Jabari Walker,F,Portland Trail Blazers,1017781.0,,,,,,,,,,,,,,,,,
474,Josh Minott,F,Minnesota Timberwolves,1017781.0,,,,,,,,,,,,,,,,,
475,Max Christie,G,Los Angeles Lakers,1017781.0,,,,,,,,,,,,,,,,,
476,Jaden Hardy,G,Dallas Mavericks,1017781.0,,,,,,,,,,,,,,,,,
477,Tyrese Martin,F,Atlanta Hawks,1017781.0,,,,,,,,,,,,,,,,,
478,Luke Kornet,F,Boston Celtics,565986.0,565986.0,2250000.0,2250000.0,1619260.0,,,,,,,,,,,,,
479,Keifer Sykes,G,Indiana Pacers,558345.0,558345.0,,,,,,,,,,,,,,,,
